"iso_o","iso_d","contig","dist","distcap"
"FLK","GHA",0,8375.024,8375.024
"FLK","GIB",0,11028.94,11028.94
"FLK","GIN",0,7915.895,7915.895
"FLK","GLP",0,7544.38,7544.38
"FLK","GMB",0,8268.532,8268.532
"FLK","GNB",0,8154.335,8154.335
"FLK","GNQ",0,8773.234,8773.234
"FLK","GRC",0,12722.59,12722.59
"FLK","GRD",0,7107.067,7107.067
"FLK","GRL",0,12908.62,12908.62
"FLK","GTM",0,8030,8030
"FLK","GUF",0,6325.058,6325.058
"FLK","GUY",0,6507.363,6507.363
"FLK","HKG",0,16686.22,16686.22
"FLK","HND",0,7853.036,7853.036
"FLK","HRV",0,12937.8,12937.8
"FLK","HTI",0,7944.849,7944.849
"FLK","HUN",0,13236.48,13236.48
"FLK","IDN",0,13431.7,13431.7
"FLK","IND",0,15532.36,15532.36
"FLK","IRL",0,12638.35,12638.35
"FLK","IRN",0,14312.93,14312.93
"FLK","IRQ",0,13665.24,13665.24
"FLK","ISL",0,13262.8,13262.8
"FLK","ISR",0,12928.02,12928.02
"FLK","ITA",0,12425.37,12425.37
"FLK","JAM",0,7969.831,7969.831
"FLK","JOR",0,12993.39,12993.39
"FLK","JPN",0,17767.92,17767.92
"FLK","KAZ",0,16566.78,16588.83
"FLK","KEN",0,10227.5,10227.5
"FLK","KGZ",0,16384.21,16384.21
"FLK","KHM",0,15305.52,15305.52
"FLK","KIR",0,12703.02,12703.02
"FLK","KNA",0,7692.357,7692.357
"FLK","KOR",0,18408.27,18408.27
"FLK","KWT",0,13594.34,13594.34
"FLK","LAO",0,15908.24,15908.24
"FLK","LBN",0,13118.34,13118.34
"FLK","LBR",0,7852.847,7852.847
"FLK","LBY",0,11656.79,11656.79
"FLK","LCA",0,7320.499,7320.499
"FLK","LKA",0,13728.35,13728.35
"FLK","LSO",0,7194.966,7194.966
"FLK","LTU",0,14102.39,14102.39
"FLK","LUX",0,12791.87,12791.87
"FLK","LVA",0,14204.32,14204.32
"FLK","MAC",0,16675.76,16675.76
"FLK","MAR",0,10758.26,10758.26
"FLK","MDA",0,13726.79,13726.79
"FLK","MDG",0,9387.642,9387.642
"FLK","MDV",0,13101.98,13101.98
"FLK","MEX",0,8874.86,8874.86
"FLK","MHL",0,13361.23,13361.23
"FLK","MKD",0,12920.38,12920.38
"FLK","MLI",0,8617.566,8617.566
"FLK","MLT",0,12015.02,12015.02
"FLK","MMR",0,15522.33,15522.33
"FLK","MNG",0,18860.03,18860.03
"FLK","MNP",0,15462.08,15462.08
"FLK","MOZ",0,7808.724,7808.724
"FLK","MRT",0,8771.848,8771.848
"FLK","MSR",0,7624.679,7624.679
"FLK","MTQ",0,7385.784,7385.784
"FLK","MUS",0,9880.034,9880.034
"FLK","MWI",0,8915.135,8915.135
"FLK","MYS",0,14303.84,14303.84
"FLK","NAM",0,7041.981,7041.981
"FLK","NCL",0,10739.89,10739.89
"FLK","NER",0,9261.108,9261.108
"FLK","NFK",0,9994.934,9994.934
"FLK","NGA",0,8684.459,9165.104
"FLK","NIC",0,7611.524,7611.524
"FLK","NIU",0,9789.988,9789.988
"FLK","NLD",0,12979.26,12979.26
"FLK","NOR",0,13851.35,13851.35
"FLK","NPL",0,15973.03,15973.03
"FLK","NRU",0,12870.58,12870.58
"FLK","NZL",0,8216.142,8216.142
"FLK","OMN",0,13866.21,13866.21
"FLK","PAK",0,15654.85,15654.85
"FLK","PAL",0,12862.07,12862.07
"FLK","PAN",0,7062.114,7062.114
"FLK","PCN",0,6649.962,6649.962
"FLK","PER",0,4734.674,4734.674
"FLK","PHL",0,15905.16,15905.16
"FLK","PLW",0,14967.81,14967.81
"FLK","PNG",0,12813.58,12813.58
"FLK","POL",0,13708.83,13708.83
"FLK","PRI",0,7848.031,7848.031
"FLK","PRK",0,18592.54,18592.54
"FLK","PRT",0,11119.55,11119.55
"FLK","PRY",0,2943.905,2943.905
"FLK","PYF",0,8610.801,8610.801
"FLK","QAT",0,13510.19,13510.19
"FLK","REU",0,9695.988,9695.988
"FLK","ROM",0,13375.89,13375.89
"FLK","RUS",0,14806.5,14806.5
"FLK","RWA",0,9704.37,9704.37
"FLK","SAU",0,13133.21,13133.21
"FLK","SDN",0,11394.7,11394.7
"FLK","SEN",0,8350.103,8350.103
"FLK","SGP",0,14167.38,14167.38
"FLK","SHN",0,6064.023,6064.023
"FLK","SLB",0,12324.24,12324.24
"FLK","SLE",0,7935.016,7935.016
"FLK","SLV",0,7878.614,7878.614
"FLK","SMR",0,12603.2,12603.2
"FLK","SOM",0,11101.66,11101.66
"FLK","SPM",0,10949.31,10949.31
"FLK","STP",0,8316.98,8316.98
"FLK","SUR",0,6411.979,6411.979
"FLK","SVK",0,13194.01,13194.01
"FLK","SVN",0,12885.2,12885.2
"FLK","SWE",0,14106.13,14106.13
"FLK","SWZ",0,7682.316,7682.316
"FLK","SYC",0,11178.34,11178.34
"FLK","SYR",0,13142.17,13142.17
"FLK","TCA",0,8245.957,8245.957
"FLK","TCD",0,9931.32,9931.32
"FLK","TGO",0,8529.006,8529.006
"FLK","THA",0,15385.57,15385.57
"FLK","TJK",0,15715.06,15715.06
"FLK","TKL",0,10833.37,10833.37
"FLK","TKM",0,14949.54,14949.54
"FLK","TMP",0,13317.79,13317.79
"FLK","TON",0,9906.627,9906.627
"FLK","TTO",0,6946.625,6946.625
"FLK","TUN",0,11861.06,11861.06
"FLK","TUR",0,13275.98,13426.2
"FLK","TUV",0,11414.45,11414.45
"FLK","TWN",0,17070.98,17070.98
"FLK","TZA",0,9908.455,9724.993
"FLK","UGA",0,10075.93,10075.93
"FLK","UKR",0,14068.5,14068.5
"FLK","URY",0,1872.809,1872.809
"FLK","USA",0,10407.93,10250.37
"FLK","UZB",0,15913.31,15913.31
"FLK","VCT",0,7230.722,7230.722
"FLK","VEN",0,6986.995,6986.995
"FLK","VGB",0,7835.382,7835.382
"FLK","VNM",0,16339.06,16339.06
"FLK","VUT",0,11104.21,11104.21
"FLK","WLF",0,10693.36,10693.36
"FLK","WSM",0,11319.87,11319.87
"FLK","YEM",0,12185.08,12185.08
"FLK","YUG",0,13097.81,13097.81
"FLK","ZAF",0,6228.65,7538.359
"FLK","ZAR",0,8484.57,8484.57
"FLK","ZMB",0,8407.324,8407.324
"FLK","ZWE",0,8394.632,8394.632
"FRA","ABW",0,7685.884,7685.884
"FRA","AFG",0,5590.381,5590.381
"FRA","AGO",0,6510.322,6510.322
"FRA","AIA",0,6710.57,6710.57
"FRA","ALB",0,1603.534,1603.534
"FRA","AND",1,711.5485,711.5485
"FRA","ANT",0,7638.026,7638.026
"FRA","ARE",0,5249.535,5249.535
"FRA","ARG",0,11072.25,11072.25
"FRA","ARM",0,3434.071,3434.071
"FRA","ATG",0,6708.77,6708.77
"FRA","AUS",0,16975.46,16938.09
"FRA","AUT",0,1035.144,1035.144
"FRA","AZE",0,3817.547,3817.547
"FRA","BDI",0,6371.986,6371.986
"FRA","BEL",1,262.3845,262.3845
"FRA","BEN",0,4726.537,4715.566
"FRA","BFA",0,4082.87,4082.87
"FRA","BGD",0,7916.79,7916.79
"FRA","BGR",0,1760.707,1760.707
"FRA","BHR",0,4843.391,4843.391
"FRA","BHS",0,7209.45,7209.45
"FRA","BIH",0,1352.463,1352.463
"FRA","BLR",0,1823.709,1823.709
"FRA","BLZ",0,8664.439,8664.439
"FRA","BMU",0,5764.324,5764.324
"FRA","BOL",0,10038.45,10075.46
"FRA","BRA",0,9408.406,8732.79
"FRA","BRB",0,6882.34,6882.34
"FRA","BRN",0,11219.33,11219.33
"FRA","BTN",0,7569.353,7569.353
"FRA","BWA",0,8522.764,8522.764
"FRA","CAF",0,5186.042,5186.042
"FRA","CAN",0,6004.645,5653.213
"FRA","CCK",0,11388.36,11388.36
"FRA","CHE",1,436.0778,436.0778
"FRA","CHL",0,11663.39,11663.39
"FRA","CHN",0,8225.232,8225.232
"FRA","CIV",0,4884.159,4734.325
"FRA","CMR",0,5085.718,5085.718
"FRA","COG",0,6041.018,6041.018
"FRA","COK",0,16568.87,16568.87
"FRA","COL",0,8707.677,8707.677
"FRA","COM",0,7842.67,7842.67
"FRA","CPV",0,4452.386,4452.386
"FRA","CRI",0,8919.449,8919.449
"FRA","CUB",0,7729.485,7729.485
"FRA","CXR",0,11866.1,11866.1
"FRA","CYM",0,7960.709,7960.709
"FRA","CYP",0,2954.551,2954.551
"FRA","CZE",0,884.6105,884.6105
"FRA","DEU",1,439.8984,880.187
"FRA","DJI",0,5595.459,5595.459
"FRA","DMA",0,6826.396,6826.396
"FRA","DNK",0,1027.609,1027.609
"FRA","DOM",0,7178.52,7178.52
"FRA","DZA",0,1340.39,1340.39
"FRA","ECU",0,9367.098,9367.098
"FRA","EGY",0,3215.215,3215.215
"FRA","ERI",0,4993.154,4993.154
"FRA","ESH",0,2759.848,2759.848
"FRA","ESP",1,1054.656,1054.656
"FRA","EST",0,1859.091,1859.091
"FRA","ETH",0,5582.502,5582.502
"FRA","FIN",0,1911.138,1911.138
"FRA","FJI",0,16595.08,16595.08
"FRA","FLK",0,12560.39,12560.39
"FRA","FRA",0,278.1876,278.1876
"FRA","FRO",0,1568.769,1568.769
"FRA","FSM",0,13396.33,13396.33
"FRA","GAB",0,5438.787,5438.787
"FRA","GBR",0,342.9475,342.9475
"FRA","GEO",0,3373.349,3373.349
"FRA","GHA",0,4827.292,4827.292
"FRA","GIB",0,1549.175,1549.175
"FRA","GIN",0,4691.556,4691.556
"FRA","GLP",0,6794.139,6794.139
"FRA","GMB",0,4308.25,4308.25
"FRA","GNB",0,4440.633,4440.633
"FRA","GNQ",0,5058.926,5058.926
"FRA","GRC",0,2098.726,2098.726
"FRA","GRD",0,7120.287,7120.287
"FRA","GRL",0,3584.681,3584.681
"FRA","GTM",0,9001.048,9001.048
"FRA","GUF",0,7084.598,7084.598
"FRA","GUY",0,7320.075,7320.075
"FRA","HKG",0,9639.476,9639.476
"FRA","HND",0,8810.234,8810.234
"FRA","HRV",0,1081.762,1081.762
"FRA","HTI",0,7361.197,7361.197
"FRA","HUN",0,1247.24,1247.24
"FRA","IDN",0,11584.25,11584.25
"FRA","IND",0,6594.23,6594.23
"FRA","IRL",0,778.2031,778.2031
"FRA","IRN",0,4218.442,4218.442
"FRA","IRQ",0,3867.434,3867.434
"FRA","ISL",0,2234.723,2234.723
"FRA","ISR",0,3281.899,3281.899
"FRA","ITA",1,1109.901,1109.901
"FRA","JAM",0,7734.696,7734.696
"FRA","JOR",0,3371.398,3371.398
"FRA","JPN",0,9725.629,9725.629
"FRA","KAZ",0,5561.785,4764.565
"FRA","KEN",0,6491.402,6491.402
"FRA","KGZ",0,5424.702,5424.702
"FRA","KHM",0,9947.79,9947.79
"FRA","KIR",0,14371.47,14371.47
"FRA","KNA",0,6760.687,6760.687
"FRA","KOR",0,8981.467,8981.467
"FRA","KWT",0,4415.222,4415.222
"FRA","LAO",0,9245.57,9245.57
"FRA","LBN",0,3197.032,3197.032
"FRA","LBR",0,4892.298,4892.298
"FRA","LBY",0,2007.716,2007.716
"FRA","LCA",0,6903.772,6903.772
"FRA","LKA",0,8526.015,8526.015
"FRA","LSO",0,9054.14,9054.14
"FRA","LTU",0,1700.296,1700.296
"FRA","LUX",1,289.1023,289.1023
"FRA","LVA",0,1704.598,1704.598
"FRA","MAC",0,9601.923,9601.923
"FRA","MAR",0,1816.853,1816.853
"FRA","MDA",0,1976.854,1976.854
"FRA","MDG",0,8763.332,8763.332
"FRA","MDV",0,8294.178,8294.178
"FRA","MEX",0,9206.813,9206.813
"FRA","MHL",0,13705.24,13705.24
"FRA","MKD",0,1672.04,1672.04
"FRA","MLI",0,4139.756,4139.756
"FRA","MLT",0,1752.693,1752.693
"FRA","MMR",0,8892.726,8892.726
"FRA","MNG",0,7053.423,7053.423
"FRA","MNP",0,12042.09,12042.09
"FRA","MOZ",0,8855.655,8855.655
"FRA","MRT",0,3794.96,3794.96
"FRA","MSR",0,6771.885,6771.885
"FRA","MTQ",0,6862.589,6862.589
"FRA","MUS",0,9422.744,9422.744
"FRA","MWI",0,7650.657,7650.657
"FRA","MYS",0,10436.4,10436.4
"FRA","NAM",0,8084.97,8084.97
"FRA","NCL",0,16757.74,16757.74
"FRA","NER",0,3932.638,3932.638
"FRA","NFK",0,17511.67,17511.67
"FRA","NGA",0,4722.149,4440.135
"FRA","NIC",0,8906.699,8906.699
"FRA","NIU",0,16639.5,16639.5
"FRA","NLD",0,427.9169,427.9169
"FRA","NOR",0,1342.89,1342.89
"FRA","NPL",0,7244.016,7244.016
"FRA","NRU",0,14455.09,14455.09
"FRA","NZL",0,19263.88,19263.88
"FRA","OMN",0,5620.005,5620.005
"FRA","PAK",0,5932.586,5932.586
"FRA","PAL",0,3303.196,3303.196
"FRA","PAN",0,8671.104,8671.104
"FRA","PCN",0,15152.12,15152.12
"FRA","PER",0,10268.11,10268.11
"FRA","PHL",0,10751.64,10751.64
"FRA","PLW",0,12240.69,12240.69
"FRA","PNG",0,14565.84,14565.84
"FRA","POL",0,1368.178,1368.178
"FRA","PRI",0,6916.064,6916.064
"FRA","PRK",0,8783.568,8783.568
"FRA","PRT",0,1452.86,1452.86
"FRA","PRY",0,10168.73,10168.73
"FRA","PYF",0,15724.43,15724.43
"FRA","QAT",0,4981.916,4981.916
"FRA","REU",0,9374.991,9374.991
"FRA","ROM",0,1875.018,1875.018
"FRA","RUS",0,2494.316,2494.316
"FRA","RWA",0,6253.41,6253.41
"FRA","SAU",0,4694.5,4694.5
"FRA","SDN",0,4612.387,4612.387
"FRA","SEN",0,4217.159,4217.159
"FRA","SGP",0,10748.26,10748.26
"FRA","SHN",0,7254.018,7254.018
"FRA","SLB",0,15178.2,15178.2
"FRA","SLE",0,4724.351,4724.351
"FRA","SLV",0,8984.298,8984.298
"FRA","SMR",0,951.0759,951.0759
"FRA","SOM",0,6623.439,6623.439
"FRA","SPM",0,4273.723,4273.723
"FRA","STP",0,5432.882,5432.882
"FRA","SUR",0,7196.987,7196.987
"FRA","SVK",0,1094.61,1094.61
"FRA","SVN",0,965.7366,965.7366
"FRA","SWE",0,1545.797,1545.797
"FRA","SWZ",0,8846.426,8846.426
"FRA","SYC",0,7855.244,7855.244
"FRA","SYR",0,3280.692,3280.692
"FRA","TCA",0,7041.488,7041.488
"FRA","TCD",0,4248.435,4248.435
"FRA","TGO",0,4753.381,4753.381
"FRA","THA",0,9454.805,9454.805
"FRA","TJK",0,5291.823,5291.823
"FRA","TKL",0,15565.23,15565.23
"FRA","TKM",0,4581.08,4581.08
"FRA","TMP",0,13128.84,13128.84
"FRA","TON",0,16941.44,16941.44
"FRA","TTO",0,7225.325,7225.325
"FRA","TUN",0,1483.828,1483.828
"FRA","TUR",0,2255.81,2600.656
"FRA","TUV",0,15531.51,15531.51
"FRA","TWN",0,9834.232,9834.232
"FRA","TZA",0,7168.277,6932.8
"FRA","UGA",0,6128.938,6128.938
"FRA","UKR",0,2025.144,2025.144
"FRA","URY",0,10972.42,10972.42
"FRA","USA",0,5838.157,6169.154
"FRA","UZB",0,5153.064,5153.064
"FRA","VCT",0,6989.701,6989.701
"FRA","VEN",0,7618.86,7618.86
"FRA","VGB",0,6804.749,6804.749
"FRA","VNM",0,9208.554,9208.554
"FRA","VUT",0,16346.35,16346.35
"FRA","WLF",0,16073.01,16073.01
"FRA","WSM",0,16011.92,16011.92
"FRA","YEM",0,5317.261,5317.261
"FRA","YUG",0,1449.718,1449.718
"FRA","ZAF",0,9353.552,8692.812
"FRA","ZAR",0,6049.656,6049.656
"FRA","ZMB",0,7604.841,7604.841
"FRA","ZWE",0,7949.676,7949.676
"FRO","ABW",0,7410.507,7410.507
"FRO","AFG",0,5959.883,5959.883
"FRO","AGO",0,8073.677,8073.677
"FRO","AIA",0,6504.594,6504.594
"FRO","ALB",0,2900.948,2900.948
"FRO","AND",0,2239.791,2239.791
"FRO","ANT",0,7397.422,7397.422
"FRO","ARE",0,6136.846,6136.846
"FRO","ARG",0,11715.96,11715.96
"FRO","ARM",0,4165.974,4165.974
"FRO","ATG",0,6552.696,6552.696
"FRO","AUS",0,16536.22,16617.07
"FRO","AUT",0,2105.324,2105.324
"FRO","AZE",0,4427.647,4427.647
"FRO","BDI",0,7894.695,7894.695
"FRO","BEL",0,1415.916,1415.916
"FRO","BEN",0,6237.165,6228.811
"FRO","BFA",0,5544.876,5544.876
"FRO","BGD",0,8063.203,8063.203
"FRO","BGR",0,2918.504,2918.504
"FRO","BHR",0,5779.044,5779.044
"FRO","BHS",0,6561.273,6561.273
"FRO","BIH",0,2599.672,2599.672
"FRO","BLR",0,2186.06,2186.06
"FRO","BLZ",0,7916.197,7916.197
"FRO","BMU",0,5232.327,5232.327
"FRO","BOL",0,10243.04,10380.05
"FRO","BRA",0,10159.41,9378.91
"FRO","BRB",0,6852.3,6852.3
"FRO","BRN",0,11105.88,11105.88
"FRO","BTN",0,7661.672,7661.672
"FRO","BWA",0,10087.49,10087.49
"FRO","CAF",0,6750.101,6750.101
"FRO","CAN",0,4973.24,4634.583
"FRO","CCK",0,11952.27,11952.27
"FRO","CHE",0,1902.256,1902.256
"FRO","CHL",0,12062.29,12062.29
"FRO","CHN",0,7602.774,7602.774
"FRO","CIV",0,6314.768,6144.562
"FRO","CMR",0,6649.815,6649.815
"FRO","COG",0,7609.099,7609.099
"FRO","COK",0,15043.61,15043.61
"FRO","COL",0,8443.38,8443.38
"FRO","COM",0,9271.713,9271.713
"FRO","CPV",0,5407.357,5407.357
"FRO","CRI",0,8374.709,8374.709
"FRO","CUB",0,7014.229,7014.229
"FRO","CXR",0,12203.08,12203.08
"FRO","CYM",0,7327.506,7327.506
"FRO","CYP",0,4084.417,4084.417
"FRO","CZE",0,1852.975,1852.975
"FRO","DEU",0,1436.932,1597.009
"FRO","DJI",0,6871.233,6871.233
"FRO","DMA",0,6714.059,6714.059
"FRO","DNK",0,1311.818,1311.818
"FRO","DOM",0,6808.973,6808.973
"FRO","DZA",0,2883.377,2883.377
"FRO","ECU",0,9098.834,9098.834
"FRO","EGY",0,4490.124,4490.124
"FRO","ERI",0,6304.414,6304.414
"FRO","ESH",0,3907.866,3907.866
"FRO","ESP",0,2412.813,2412.813
"FRO","EST",0,1722.169,1722.169
"FRO","ETH",0,6946.397,6946.397
"FRO","FIN",0,1705.298,1705.298
"FRO","FJI",0,15132.92,15132.92
"FRO","FLK",0,13432.31,13432.31
"FRO","FRA",0,1568.769,1568.769
"FRO","FRO",0,14.06833,14.06833
"FRO","FSM",0,12253.75,12253.75
"FRO","GAB",0,6993.732,6993.732
"FRO","GBR",0,1236.301,1236.301
"FRO","GEO",0,4047.155,4047.155
"FRO","GHA",0,6307.751,6307.751
"FRO","GIB",0,2882.485,2882.485
"FRO","GIN",0,5888.374,5888.374
"FRO","GLP",0,6660.775,6660.775
"FRO","GMB",0,5460.964,5460.964
"FRO","GNB",0,5627.27,5627.27
"FRO","GNQ",0,6613.019,6613.019
"FRO","GRC",0,3386.628,3386.628
"FRO","GRD",0,7054.571,7054.571
"FRO","GRL",0,2229.211,2229.211
"FRO","GTM",0,8256.808,8256.808
"FRO","GUF",0,7370.325,7370.325
"FRO","GUY",0,7429.214,7429.214
"FRO","HKG",0,9304.314,9304.314
"FRO","HND",0,8138.92,8138.92
"FRO","HRV",0,2315.49,2315.49
"FRO","HTI",0,6933.253,6933.253
"FRO","HUN",0,2285.93,2285.93
"FRO","IDN",0,11830.02,11830.02
"FRO","IND",0,6924.697,6924.697
"FRO","IRL",0,966.9291,966.9291
"FRO","IRN",0,4929.806,4929.806
"FRO","IRQ",0,4790.051,4790.051
"FRO","ISL",0,799.5668,799.5668
"FRO","ISR",0,4445.961,4445.961
"FRO","ITA",0,2579.003,2579.003
"FRO","JAM",0,7219.013,7219.013
"FRO","JOR",0,4512.547,4512.547
"FRO","JPN",0,8752.655,8752.655
"FRO","KAZ",0,5567.533,4628.969
"FRO","KEN",0,7940.237,7940.237
"FRO","KGZ",0,5481.737,5481.737
"FRO","KHM",0,9969.201,9969.201
"FRO","KIR",0,12977.48,12977.48
"FRO","KNA",0,6580.169,6580.169
"FRO","KOR",0,8206.572,8206.572
"FRO","KWT",0,5346.911,5346.911
"FRO","LAO",0,9221.552,9221.552
"FRO","LBN",0,4307.317,4307.317
"FRO","LBR",0,6206.277,6206.277
"FRO","LBY",0,3553.935,3553.935
"FRO","LCA",0,6823.701,6823.701
"FRO","LKA",0,9161.763,9161.763
"FRO","LSO",0,10618.62,10618.62
"FRO","LTU",0,2017.013,2017.013
"FRO","LUX",0,1594.185,1594.185
"FRO","LVA",0,1813.197,1813.197
"FRO","MAC",0,9279.278,9279.278
"FRO","MAR",0,3114.528,3114.528
"FRO","MDA",0,2786.487,2786.487
"FRO","MDG",0,10184.37,10184.37
"FRO","MDV",0,9098.349,9098.349
"FRO","MEX",0,8240.12,8240.12
"FRO","MHL",0,12333.66,12333.66
"FRO","MKD",0,2903.738,2903.738
"FRO","MLI",0,5493.482,5493.482
"FRO","MLT",0,3262.795,3262.795
"FRO","MMR",0,9028.055,9028.055
"FRO","MNG",0,6461.361,6461.361
"FRO","MNP",0,11107.37,11107.37
"FRO","MOZ",0,10402.64,10402.64
"FRO","MRT",0,4934.879,4934.879
"FRO","MSR",0,6614.12,6614.12
"FRO","MTQ",0,6769.94,6769.94
"FRO","MUS",0,10740.41,10740.41
"FRO","MWI",0,9168.352,9168.352
"FRO","MYS",0,10656.55,10656.55
"FRO","NAM",0,9651.024,9651.024
"FRO","NCL",0,15579.48,15579.48
"FRO","NER",0,5442.264,5442.264
"FRO","NFK",0,16344.45,16344.45
"FRO","NGA",0,6241.694,5989.097
"FRO","NIC",0,8283.729,8283.729
"FRO","NIU",0,15072.47,15072.47
"FRO","NLD",0,1281.368,1281.368
"FRO","NOR",0,971.3237,971.3237
"FRO","NPL",0,7424.721,7424.721
"FRO","NRU",0,13170.15,13170.15
"FRO","NZL",0,18057.58,18057.58
"FRO","OMN",0,6434.097,6434.097
"FRO","PAK",0,6241.692,6241.692
"FRO","PAL",0,4485.078,4485.078
"FRO","PAN",0,8240.634,8240.634
"FRO","PCN",0,14181.22,14181.22
"FRO","PER",0,10210.37,10210.37
"FRO","PHL",0,10367.92,10367.92
"FRO","PLW",0,11629.72,11629.72
"FRO","PNG",0,13817.17,13817.17
"FRO","POL",0,1974.861,1974.861
"FRO","PRI",0,6632.492,6632.492
"FRO","PRK",0,8012.613,8012.613
"FRO","PRT",0,2596.448,2596.448
"FRO","PRY",0,10713.71,10713.71
"FRO","PYF",0,14301.16,14301.16
"FRO","QAT",0,5915.747,5915.747
"FRO","REU",0,10721.7,10721.7
"FRO","ROM",0,2883.596,2883.596
"FRO","RUS",0,2593.882,2593.882
"FRO","RWA",0,7767.004,7767.004
"FRO","SAU",0,5737.909,5737.909
"FRO","SDN",0,6019.941,6019.941
"FRO","SEN",0,5341.586,5341.586
"FRO","SGP",0,10947.42,10947.42
"FRO","SHN",0,8674.427,8674.427
"FRO","SLB",0,14086.2,14086.2
"FRO","SLE",0,5980.11,5980.11
"FRO","SLV",0,8280.47,8280.47
"FRO","SMR",0,2368.831,2368.831
"FRO","SOM",0,7944.636,7944.636
"FRO","SPM",0,3515.216,3515.216
"FRO","STP",0,6973.346,6973.346
"FRO","SUR",0,7394.438,7394.438
"FRO","SVK",0,2143.889,2143.889
"FRO","SVN",0,2232.686,2232.686
"FRO","SWE",0,1377.943,1377.943
"FRO","SWZ",0,10399.14,10399.14
"FRO","SYC",0,9079.035,9079.035
"FRO","SYR",0,4380.739,4380.739
"FRO","TCA",0,6588.641,6588.641
"FRO","TCD",0,5816.025,5816.025
"FRO","TGO",0,6252,6252
"FRO","THA",0,9542.317,9542.317
"FRO","TJK",0,5568.279,5568.279
"FRO","TKL",0,14011.81,14011.81
"FRO","TKM",0,5085.057,5085.057
"FRO","TMP",0,12951.67,12951.67
"FRO","TON",0,15399.97,15399.97
"FRO","TTO",0,7188.734,7188.734
"FRO","TUN",0,3039.083,3039.083
"FRO","TUR",0,3325.077,3610.252
"FRO","TUV",0,14057.58,14057.58
"FRO","TWN",0,9307.702,9307.702
"FRO","TZA",0,8616.138,8412.256
"FRO","UGA",0,7613.931,7613.931
"FRO","UKR",0,2591.914,2591.914
"FRO","URY",0,11661.73,11661.73
"FRO","USA",0,4946.012,5268.436
"FRO","UZB",0,5353.148,5353.148
"FRO","VCT",0,6917.343,6917.343
"FRO","VEN",0,7450.709,7450.709
"FRO","VGB",0,6557.046,6557.046
"FRO","VNM",0,9068.675,9068.675
"FRO","VUT",0,15091.9,15091.9
"FRO","WLF",0,14546.31,14546.31
"FRO","WSM",0,14666.07,14666.07
"FRO","YEM",0,6535.699,6535.699
"FRO","YUG",0,2594.17,2594.17
"FRO","ZAF",0,10917.85,10253.37
"FRO","ZAR",0,7617.786,7617.786
"FRO","ZMB",0,9154.756,9154.756
"FRO","ZWE",0,9490.773,9490.773
"FSM","ABW",0,14263.71,14263.71
"FSM","AFG",0,9494.704,9494.704
"FSM","AGO",0,16170.59,16170.59
"FSM","AIA",0,14704.03,14704.03
"FSM","ALB",0,13196.33,13196.33
"FSM","AND",0,14049.99,14049.99
"FSM","ANT",0,14400.01,14400.01
"FSM","ARE",0,11081.51,11081.51
"FSM","ARG",0,15167.74,15167.74
"FSM","ARM",0,11482.14,11482.14
"FSM","ATG",0,14876.06,14876.06
"FSM","AUS",0,4602.055,4795.021
"FSM","AUT",0,12855.79,12855.79
"FSM","AZE",0,11043.8,11043.8
"FSM","BDI",0,14361.84,14361.84
"FSM","BEL",0,13134.81,13134.81
"FSM","BEN",0,16958.39,16927.19
"FSM","BFA",0,16947.1,16947.1
"FSM","BGD",0,7457.697,7457.697
"FSM","BGR",0,12880.37,12880.37
"FSM","BHR",0,11407.96,11407.96
"FSM","BHS",0,13044.46,13044.46
"FSM","BIH",0,13089.07,13089.07
"FSM","BLR",0,11860.05,11860.05
"FSM","BLZ",0,12189.25,12189.25
"FSM","BMU",0,13721.77,13721.77
"FSM","BOL",0,14876.54,15141.79
"FSM","BRA",0,16795.19,17017.51
"FSM","BRB",0,15291.66,15291.66
"FSM","BRN",0,4795.212,4795.212
"FSM","BTN",0,7542.953,7542.953
"FSM","BWA",0,14592.79,14592.79
"FSM","CAF",0,15376.55,15376.55
"FSM","CAN",0,11969.61,12122.28
"FSM","CCK",0,7128.395,7128.395
"FSM","CHE",0,13382.78,13382.78
"FSM","CHL",0,14204.41,14204.41
"FSM","CHN",0,5548.78,5548.78
"FSM","CIV",0,17639.33,17650.25
"FSM","CMR",0,16148.74,16148.74
"FSM","COG",0,15927.32,15927.32
"FSM","COK",0,5551.188,5551.188
"FSM","COL",0,13973.34,13973.34
"FSM","COM",0,12886.6,12886.6
"FSM","CPV",0,17596.16,17596.16
"FSM","CRI",0,12875.08,12875.08
"FSM","CUB",0,12641.13,12641.13
"FSM","CXR",0,6132.579,6132.579
"FSM","CYM",0,12878.64,12878.64
"FSM","CYP",0,12606.95,12606.95
"FSM","CZE",0,12792.11,12792.11
"FSM","DEU",0,12979.78,12627.76
"FSM","DJI",0,12559.95,12559.95
"FSM","DMA",0,15012.38,15012.38
"FSM","DNK",0,12385.24,12385.24
"FSM","DOM",0,14051.57,14051.57
"FSM","DZA",0,14523.96,14523.96
"FSM","ECU",0,13690.94,13690.94
"FSM","EGY",0,13042.34,13042.34
"FSM","ERI",0,12905.62,12905.62
"FSM","ESH",0,16129.69,16129.69
"FSM","ESP",0,14450.74,14450.74
"FSM","EST",0,11588.82,11588.82
"FSM","ETH",0,13083.57,13083.57
"FSM","FIN",0,11525.04,11525.04
"FSM","FJI",0,3560.935,3560.935
"FSM","FLK",0,14054.12,14054.12
