CountryName,CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89142805,23.72624311,30.31349366,15.00000019,32.88921844,17.5419909,15.56479089,13.05425268,13.64550284,30.03091314,26.60690111,29.37042192,26.26316109,41.07014126,44.74449239,36.13309155,49.63645614,45.68252753,37.54870238,41.02008384,41.85796128,31.60686316,32.37186217,39.43163756
"Congo, Rep.",COG,85.60716676,83.66120209,62.95171441,57.8475221,56.44901093,53.08640883,51.10701107,55.82194449,57.23474277,56.89408238,57.76314474,52.64936213,51.78744928,43.37747517,59.47473385,63.74695864,66.55574043,65.26595745,61.06908724,48.62745098,60.12763596,76.09377884,68.50704225,51.76426426,45.62336985,56.00535641,53.66853395,38.62088635,40.42488619,34.8288073,19.04199475,28.04995447,16.44860896,31.33982371,74.21922717,63.6079341,59.94944987,60.16154016,72.62403269,59.10411923,43.61273719,53.31245423,53.93964559,76.04941174,50.83840588,54.5053942,65.61996668,53.52311323,47.0024926,50.20542228,54.69792897,57.83572831,60.32926753,66.0719813,70.25263291,96.37029556,85.67662474,65.17040537
Colombia,COL,14.75743288,13.82979718,12.22731175,12.35039437,12.65162081,9.709363841,14.34672853,10.34152229,12.81127062,13.00927252,14.55471198,16.01683281,12.79810563,12.66408949,15.63042831,14.01157222,13.89501569,13.19876709,13.79854797,13.44513075,15.59700595,15.41815427,15.19093837,13.24030323,12.46395774,12.5253253,11.99338947,12.91588059,13.85663438,13.81905844,15.91514135,14.43537919,17.09303665,20.99297616,20.91917562,20.96348743,20.84464548,20.75552435,20.90157222,17.80270056,16.75194575,18.51397603,18.16706954,19.94088381,19.09267551,20.51368439,21.97111787,20.71348019,21.09930071,18.72392829,17.95293984,20.22372815,20.04266166,19.91316893,20.85276896,22.71055261,21.3764228,19.70571923
Comoros,COM,,,,,,,,,,,,,,,,,,,,,26.91973147,26.92019343,26.92091423,26.9213914,26.92059873,26.92094455,26.92088905,26.92087778,26.9207587,26.92113501,26.92057793,26.92092308,26.92085309,26.92103745,26.92122489,26.9208337,26.92135571,26.9207384,26.92098658,26.92120402,26.92116449,26.92096808,26.92094232,26.92082925,26.92103594,26.92112825,26.92109523,24.18083725,27.99717913,28.58498365,29.91123233,30.04458014,31.8645497,30.19490806,29.55935102,27.03847093,26.22824868,28.51803085
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,66.97581383,70.69524976,79.18849144,77.80882119,77.70039912,79.18280638,75.44266185,65.73357786,59.4939626,62.21234741,68.81961456,64.38989577,66.65688238,47.04560093,56.5171425,60.37859869,55.2908103,58.53761985,59.08526088,59.99307434,60.51338982,62.35430961,68.54474558,67.40402964,69.56299692,66.5664794,72.68449197,66.20682867,63.08841119,56.95978354,61.76802794,64.32991022,59.84533757,54.84664594,60.68530006,59.15864667,59.96217272,66.88151991
Costa Rica,CRI,26.07585904,25.05717491,26.04970488,27.12825015,28.56825802,33.1882381,30.77371657,31.21992207,32.45557634,31.95232734,34.57889599,37.10522785,36.60507802,36.8731792,48.12079608,38.54777881,34.91071601,36.33477341,36.03145066,37.19335821,36.81902092,48.17618039,42.16487168,36.7828696,33.97153197,32.47613427,30.49522,35.76648647,35.81117324,38.73180458,41.09489586,38.1782784,40.98413581,43.52206951,42.33129546,41.88070967,44.27315487,46.23330943,48.31119116,45.16846727,43.78156897,40.50342688,41.37414634,42.84389991,43.23849858,45.97004977,46.73262083,46.11585145,47.88861412,35.33774801,35.04561836,36.59448592,35.97496794,34.28535714,34.79054306,31.69335592,31.83202273,32.91963826
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,,,,,,,,,,,44.18117869,44.18288979,44.18319227,44.17768675,44.17194481,44.19018036,44.19144587,44.18470397,44.15015721,44.14323653,44.28135525,44.19777504,44.1509963,43.97742526,44.10863155,44.97195013,43.77987037,43.9171025,43.10957047,44.76466329,40.87544801,29.06493683,18.22860037,15.72162023,14.53618291,15.90690576,17.31197254,17.83023099,18.25201873,17.33145314,16.9459585,16.1266192,13.20224468,13.63519882,15.28963694,18.34333099,18.47455956,17.6312498,24.34961509,15.45425258,17.72167641,21.85679084,20.35520433,20.22346658,17.19028963,14.46639046,12.28630842,11.67669926
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.41517483,81.16485925,85.19568076,97.27278335,84.01832728,88.39267931,96.31067691,99.95071897,88.79647023,85.32873561,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,56.69259635,62.62354908,67.76175102,62.92201839,63.76627067,63.06720982,63.3219216,64.24041496,63.97466377,67.1003386,58.83146511,48.42276167,50.26963306,53.50468391,59.87415974,57.107644,57.0942541,60.64004708,47.92500107,48.08666769,67.62716323,70.64126825,70.57732545,66.21220383,64.28291045,67.53207651,63.64027331,61.23604871,56.24248265,57.0138506,56.22497438,56.37061704,58.01606708,62.85534495,54.07440371,57.47788415,55.74847271,54.68534181,57.23803492,60.27604801,64.31244865,65.13720782,68.54864258
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.72912754,33.0100951,38.84918653,39.00896357,38.42778125,43.49537047,43.17642116,44.61269448,42.48009098,43.34091295,50.04082974,50.28203382,46.4018341,48.10787288,56.5278908,59.83330122,62.44620385,63.96393652,61.06246414,54.80846904,62.93755603,67.47782153,71.36738432,71.10722261,76.18126431,75.05056266,72.05765895,72.24171068
Germany,DEU,,,,,,,,,,,16.645527,16.34576156,16.24142138,16.41038047,18.78740926,18.86798649,20.37594948,20.20085514,19.61848571,21.48167474,23.32157111,24.14012581,23.60766795,23.37308653,24.61071605,25.07172902,21.74019924,21.08665907,21.51829917,23.0038136,23.11569208,24.24471452,22.78631763,20.28989734,20.9379388,21.53827519,22.08812658,24.20906008,25.12949466,26.32821278,30.56045888,30.10711746,28.1989689,28.92765126,30.40768601,32.68073677,35.89182075,36.3606196,37.48502971,32.86284488,37.0527042,39.92956288,39.89221466,39.43854733,38.78136861,38.88094886,38.14802564,39.6618812
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.35375245,57.98058703,68.8404821,50.93541589,74.26163479
Dominica,DMA,,,,,,,,,,,,,,,,,,48.36224058,51.27986305,73.24234413,75.13764739,63.46701607,55.97282198,49.0622951,56.28993525,49.46250532,49.10158701,51.03090513,57.79387193,64.95681654,66.49902829,57.47937132,53.50203249,49.8050683,51.17717591,52.56406486,49.64315773,57.04885201,53.40568354,54.43487369,54.90100692,48.72028712,46.88978877,45.82920685,47.41610566,53.8897905,50.96446211,56.08574311,62.70804579,54.07478391,53.56533613,52.8530052,51.41530075,48.5404182,63.92160475,58.18286521,54.54833494,63.65669674
Denmark,DNK,34.32181439,32.34234023,32.50492804,30.79128386,32.62801256,31.54014934,30.78320836,30.00145997,29.69672553,30.39418107,29.98375837,28.85011571,26.81465974,29.86686749,34.00511037,30.33013149,32.76949169,31.92511669,29.63466986,31.61478888,32.95299201,34.66899587,34.96495717,33.71168614,34.61590612,35.65618152,32.49822843,29.64911742,30.13959097,31.62495406,30.86702581,31.46400375,30.04753991,29.03875855,30.92865499,31.90259753,31.40390286,33.40557651,34.11257112,33.34877139,38.13666618,38.41407308,38.85246169,37.04330117,38.27932385,41.9476489,46.63666734,48.58529656,50.65241164,42.62898029,43.57704291,47.42562217,48.61050279,48.22133445,47.65080142,48.38336191,47.39002944,48.15190003
Dominican Republic,DOM,18.81321482,16.34306181,24.18395826,25.97789392,28.03237403,20.26798784,25.33794085,25.0096637,26.64257251,26.11133685,27.92966611,27.70569697,24.64323035,26.97417264,34.97255358,32.23510641,29.17573605,28.27745024,29.46607807,31.767482,34.06918522,29.00167299,24.63505818,24.36304362,30.01007426,30.83409545,26.4865444,32.53097716,36.87080714,38.80100488,38.58770577,22.91110251,43.66105123,41.61356437,40.94936835,38.67123776,37.75578114,39.01094963,41.60141843,41.32165117,43.80256795,38.61994772,37.99927275,42.29650503,40.2039463,33.32242058,35.54156637,35.18520867,37.4853166,29.5813545,33.32418387,34.80269059,33.80549602,31.51459739,30.70679046,29.421323,28.91718649,28.0894852
Algeria,DZA,67.14363171,67.50377104,20.81864668,36.82551514,29.43976253,25.83307835,24.653572,21.63176932,24.18725436,28.07075808,29.15266841,27.66377753,25.7268683,31.58976353,35.48977562,42.96559919,37.11867296,41.7403173,40.16873217,32.86574908,30.33846169,30.87774286,28.99807495,25.80231124,27.46636751,26.74218774,23.17195323,18.41210974,22.6037194,28.51405637,24.9370286,23.59976454,23.86948996,23.13893637,26.05371254,28.99622923,23.94469955,21.33760013,22.51609655,22.77899895,20.78862576,22.01685773,25.62963173,23.87594297,25.64819967,24.07340436,21.91932586,24.86996339,28.71117692,35.95267771,31.42211391,28.68532157,28.51443136,30.4009258,31.92665934,36.52335083,35.0322329,33.50146523
East Asia & Pacific (excluding high income),EAP,7.416985142,6.954468359,6.035706152,5.997998202,6.333540331,5.894559125,7.252819041,6.755843534,6.622895607,5.98144266,6.337519902,6.032521096,6.440660747,7.482155537,9.802841242,9.263995985,8.540341856,8.40748485,9.285011351,10.58803513,11.32219352,12.47474134,13.27467291,13.34950443,13.41937493,15.35819815,14.32500189,15.69636232,18.81795731,17.79674015,16.62293411,17.5248487,19.72928963,23.63894745,22.67310831,22.72177419,22.24043885,22.196343,22.39540706,22.11375499,25.58558659,25.13340872,26.26522917,29.62467422,33.38705725,33.52418317,32.9700866,31.31492919,30.10933465,24.55897843,27.06652932,28.66874568,27.54499935,26.90697353,26.21429441,23.23179151,22.34749602,23.34441785
Early-demographic dividend,EAR,13.21586746,12.93776288,11.64296129,12.15234234,12.48693358,12.04170161,13.59609889,13.43692464,14.22783517,14.08405282,13.92547003,13.88114532,13.93403159,14.83019649,16.60270066,18.58831171,17.96968136,18.92297418,19.3288237,18.9073552,20.25057811,20.70175917,20.00033805,19.64310846,18.95083611,17.95183436,17.27700249,17.88792942,19.51235524,20.16317642,20.41419154,21.14899026,21.82111155,21.15891241,20.78215034,22.64885789,23.22187928,24.04399013,24.49088619,22.36730633,23.57816722,23.25801623,23.88797699,23.99723954,26.55709089,27.70108982,27.98810707,28.62632757,30.23395088,27.07126261,27.47273419,29.15092902,29.70598119,29.31598692,29.07372714,27.90984572,26.64425568,27.52251122
East Asia & Pacific,EAS,11.85371092,13.19731554,11.92267865,12.13350116,11.74339226,11.56294198,12.43949116,12.26769693,12.65340508,12.44270787,12.80554745,12.57406786,12.0512193,13.76504211,17.7251379,16.32024944,15.92391375,15.51569862,15.54046567,17.90374081,19.71337528,19.93070812,19.62072979,18.62900206,18.55709602,18.73768577,17.10176831,18.01169109,19.94301705,19.59819986,19.27307014,19.18414011,19.84608659,21.38689591,21.15119761,22.12127277,22.17237359,22.28915811,21.99539377,21.80651578,24.69239008,24.15887807,24.60080135,26.8408045,29.79258113,30.62077875,31.4926495,31.07619938,32.42788599,26.46346697,29.12918886,31.27264184,30.95259542,31.02590972,30.85671805,27.61420516,25.73932204,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38129022,20.59154209,17.09207342,40.12094248,30.88762653,27.88550047,30.17114267,28.91166059,29.86985935,27.86169049,28.53438029,29.52282592,29.78715515,29.91612884,30.35902232,30.69045432,29.2623138,29.40653919,29.78780633,30.23960697,26.7974261,28.13534425,29.76816887,29.67514857,28.87000241,28.79082244,28.53438744,28.63580146,29.9604889
Europe & Central Asia,ECS,19.54394495,19.61202493,19.60065986,20.01961252,20.20167148,19.8250667,20.04298723,19.66669934,20.22863879,21.06612144,20.05100068,19.78423246,19.68894028,21.44351938,25.87303819,23.27724414,24.94065827,24.70881585,23.1896183,24.77522663,27.03234697,27.55203646,27.41172732,27.14859182,28.50968437,28.59260257,25.39888599,25.28120627,25.77090893,26.7693436,26.07239347,25.23227421,28.00377711,26.00575103,26.5382092,27.80733849,27.95147694,29.50266955,29.87939014,30.41894877,33.7047593,33.21084633,31.94221705,31.65416624,32.75542921,34.06895131,36.0600789,36.56508622,37.53862143,32.99468582,36.41835508,38.78437635,38.93007076,38.53764846,38.48361669,38.36829812,38.40312167,39.8150457
Ecuador,ECU,10.36407199,10.15166537,10.79438963,9.956975442,10.14445815,10.29048109,11.1143692,12.03159257,13.91820741,12.10235721,13.0100254,16.69010861,15.55007756,16.65959706,18.75231955,19.3341564,17.97826833,18.13933341,18.56384611,18.17150327,17.8769831,15.29742785,17.75645447,15.31640238,15.68188013,16.03593842,17.48120101,22.36463579,23.65645047,24.82993222,21.83054027,21.5220564,20.67280351,23.13537759,23.49792943,24.62436736,21.942418,23.48226011,25.50315708,22.82370916,27.33716401,27.52231007,27.88417576,24.64323064,26.11089177,28.4816556,29.37670842,30.65537045,33.89330782,26.85574109,32.40828274,33.36903909,31.58630314,30.96786776,29.65631484,23.98565577,19.01654907,21.5889035
"Egypt, Arab Rep.",EGY,21.82550519,19.74188602,19.51847087,23.58692667,24.87423687,20.1324211,20.48419417,19.11393404,17.46356833,16.53306613,17.09457771,17.78297835,17.37510773,18.16112084,31.29741777,35.54630083,27.91814575,31.36579008,33.93621159,42.97152461,42.86839928,43.49814111,37.86872105,34.21052632,31.96202532,27.88203753,22.22222222,22.7184466,35.22727273,32.33766234,32.56784969,35.37777778,30.91301222,30.09020619,28.05714286,27.69607843,26.19877942,24.89657766,25.71329158,23.30949285,22.81681858,22.33063842,22.67088942,24.38323353,29.58994436,32.60909935,31.56872268,34.82814178,38.63763261,31.59662253,26.58710426,24.68820655,24.31480265,23.35519243,22.67605634,21.66209747,19.90108511,29.30835735
Euro area,EMU,18.15968835,18.45227211,18.57758814,19.34493412,19.4809348,19.25656602,19.75331539,19.11922619,19.4885847,20.72717754,19.80547797,19.49819565,19.49336086,20.79873644,24.79371958,22.43585181,24.15039706,23.93278621,22.87916099,24.78746583,26.91013401,27.87289225,27.51830269,26.92193383,28.10660613,28.26396384,24.46266633,24.5196728,25.1777741,26.743025,26.31236329,26.34306219,25.79441384,24.26064117,25.44274111,27.04376088,27.26879308,29.06698463,29.8757024,30.56461059,34.68886038,33.95490161,32.25320693,31.75941654,33.10316798,34.92412454,37.19750184,37.91616687,38.75245571,33.35234634,37.50039564,40.20495831,40.49829492,39.98839103,40.26051164,40.33822545,39.99447775,41.5032228
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95358302,71.50331072,82.86211529,82.93460925,87.38374994,85.79995387,80.09308209,86.72482863,58.21074133,61.2556706,64.80898282,67.56549646,59.79550787,54.9403177,38.36133666,28.78770695,26.1321934,23.44351776,23.34531064,23.15356936,,,,,,
Spain,ESP,6.901322159,8.601501763,10.11912711,10.78005676,11.38362997,13.14597169,13.55625402,11.88360726,12.60040853,13.12857374,13.66118659,12.85294289,13.81159692,14.75349155,18.47064672,16.67386443,17.47260231,15.87718845,13.815606,14.1011534,17.2323098,19.05526549,19.50885665,20.64826662,20.19441948,19.95844731,17.11277204,18.55473432,19.36854093,20.73667453,19.84274922,19.67500056,19.74731488,19.19922107,21.28701406,22.8984384,23.21001164,25.53851084,26.68100974,28.34081532,31.62166344,30.21194291,28.5057281,27.66406297,29.03357247,29.66732075,30.78730205,31.69872142,30.44144326,23.82378236,26.82427713,29.16598549,29.23116131,28.96207735,30.28347883,30.67033457,29.92940684,31.42604983
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3498498,72.30109645,82.07305894,84.04778798,74.63949206,64.87740739,65.3050526,65.77212563,65.88242692,69.39452228,71.01070673,73.63286902,72.06997886,70.72520989,55.84493381,68.72192133,80.81022394,84.43889568,81.49141981,79.74295498,74.60395153,75.12148794,73.54658355
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.54608221,31.63060598,28.98771352,29.09946424,30.29281055,27.5583169,23.71231712
European Union,EUU,19.47083296,19.29819441,19.26063301,19.80579896,20.1082743,19.73567259,19.96008838,19.55699377,20.23632276,21.14033355,20.21061795,19.83577452,19.80677314,21.56967462,26.09992481,23.33365766,25.07936525,24.85645291,23.57794555,25.30124497,26.64918318,27.24275654,27.13058657,26.82517201,28.1838268,28.24875392,24.85997089,24.84821647,25.37538539,26.80892038,26.25569223,25.898237,25.78183537,24.80544458,25.94411521,27.18900889,27.52954549,29.05182435,29.71963572,30.38620658,34.1885572,33.61331562,32.18528057,31.81462428,33.07716979,34.77135462,37.13361439,37.56932915,38.603781,33.6616392,37.51045577,40.03177686,40.26911772,39.78172765,39.94957758,39.85620509,39.71115683,41.2466979
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38216416,24.56708646,23.89060228,23.89292703,25.32787203,24.42155029,24.34278021,33.914582,37.23176493,37.45655403,30.30011067,34.21331907,36.62412839,42.91877057,41.7524327,41.5010454,35.92906242,33.13265517,33.82538233,36.59708631,36.26068601,34.59211486,35.48375053,41.39705,45.36565696,43.26415086,38.47813164,36.02453425
Finland,FIN,22.24075054,21.38175619,21.43795459,19.40762509,21.19875766,21.04520032,20.63142248,19.78901967,20.23240132,22.27883057,25.53234626,24.855887,24.11927991,24.8849967,29.51208856,28.17803397,25.70195905,25.51972878,24.74723356,28.51377218,32.10023158,30.28823437,28.68249632,28.69219502,27.09447082,27.30033456,24.31781957,24.46753553,24.24238476,24.84027511,23.68201297,22.20280122,24.67708481,26.77146989,28.38665609,28.30674946,29.40917108,30.4628944,29.55092954,28.63389614,32.907435,30.55311312,30.20453304,30.77146382,32.40217823,36.37209755,39.01189938,39.17913647,41.43388863,34.26025664,37.4120791,40.01036222,40.92435671,39.69941673,38.15227231,36.9658976,36.77475866,38.12868532
Fiji,FJI,39.9103139,40.79655544,38.83196721,48.6381323,50.08992806,54.19520548,47.95321637,47.24770642,51.85185185,53.8606403,51.61626694,57.57432751,55.18561041,58.76439292,54.35555556,43.63441614,42.4378873,46.67478261,47.0663771,50.70407181,52.71933997,57.43232342,49.63622564,49.03695071,43.89556183,44.73983289,39.47457755,42.04204204,51.14638448,60.35527986,67.15656566,60.50440744,54.91465057,59.44874083,59.45217782,58.84730593,58.84538153,58.44001191,58.3042197,61.42001934,70.26341248,68.7253945,63.92405346,68.24655949,70.41595,65.12049079,67.9163342,61.5940737,73.57959126,59.7446606,63.89309569,65.19624183,64.17464799,69.47495841,63.3502718,55.58360656,51.58048033,
France,FRA,12.56917239,12.33881026,12.11688668,12.46708937,13.04945102,12.57413335,13.2487384,13.10404674,13.46149284,14.80200624,15.43779535,15.52727688,15.84732278,16.88125017,21.72548682,17.85853584,20.26469855,20.40240281,19.19567431,20.31767158,22.52008766,23.4410816,23.85369009,22.70350124,23.70634909,23.69217449,20.50452003,20.69538764,21.02549137,22.3436273,21.76032181,21.64879707,20.66105326,19.11254431,20.16591701,21.02320252,21.27367508,22.51030147,23.38027481,23.68438521,27.26627147,26.69347289,25.5409745,24.68586455,25.45617156,26.94765573,28.16836936,28.56749907,29.27769803,25.62690364,28.07949124,30.36923895,30.49903198,30.39931721,30.81211202,31.15907156,30.97343227,31.98417772
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88149548,49.71348529,57.52882264,50.61381606,48.14260036,58.48902501,45.70324115,52.49518304,52.05701605,58.37768102,54.85653906,48.42975207,48.26920105,55.23615512,63.6996337,57.11949857,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,84.31924883,,,,,,,,,,,,,,,,,,,,,77.05985498,74.98119124,76.3824617,75.58683927,84.37489301,85.63814911,80.99292033,81.86678931,81.23618069,82.40602631,73.46950969,77.48643076,72.40405753,
Gabon,GAB,32.62720952,31.66281203,30.76839967,45.3936621,35.95148158,37.2972973,39.56952642,48.05390719,49.24551461,54.0508644,37.98881833,52.33111323,72.25788018,57.66602731,43.26069411,47.90224913,46.09929078,51.2605042,46.92136499,37.40304065,31.63017032,40.69556932,39.666919,43.54252109,40.20048837,57.28090636,54.70433528,45.21950723,41.79143678,41.19805316,30.85894113,33.27147925,33.79328923,34.54842303,38.25104682,35.74769716,33.00765586,37.23225371,48.568431,38.1189481,32.66975223,29.36338076,32.15018184,28.37317371,26.72838186,23.94092708,28.07759274,26.60387458,26.79916058,31.33284524,31.49417035,28.75400521,31.3924675,33.27763027,28.99943662,27.91777295,26.09803377,24.64121596
United Kingdom,GBR,21.59269242,20.23989077,19.62127351,19.72245438,20.42682017,19.39357059,18.89965343,19.51468154,21.4962822,21.0722491,20.54890525,20.11998242,20.31828856,24.26862547,31.00595761,26.54833236,28.53265346,28.36980175,26.14425626,26.45378281,23.92525346,22.67417337,23.23607614,24.2836737,27.02553028,26.22814157,24.91395268,24.77039417,24.6853929,25.51460693,24.42113742,22.26511197,22.91416158,24.4172908,25.29139655,24.88595106,25.56817112,24.88945507,24.52824277,25.15866587,26.68714783,27.04261037,26.56884333,25.93693158,26.06864714,27.25388168,29.11738478,27.33929251,29.66650493,28.31590757,30.81986762,32.04973267,31.71202658,31.68404511,30.25243568,29.09515724,30.32708521,31.93319913
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84507042,46.2585034,45.13888889,45.33333333,31.25,66.28686327,71.75014789,109.1305109,42.3267831,32.37055088,42.14259433,37.10791482,38.09630857,39.66721233,38.86856959,42.39970216,46.42210967,48.18230095,51.56772941,57.0167148,57.95058282,58.40357734,48.93413215,52.7644643,54.77406891,57.79832489,57.64138229,60.47014854,62.2702269,59.32535767,62.24857766
Ghana,GHA,35.44303797,36.4516129,28.47011145,27.45454545,23.86731392,26.73942701,19.63109354,19.94680851,20.82352941,20.33983008,22.70916335,20.24,15.20426288,16.39531562,21.80257511,18.43649442,16.04351823,11.54707516,9.687410655,11.16150521,9.154765238,5.323162504,2.982036067,5.988980537,10.77058408,13.58935193,20.13559044,26.18552279,24.06211591,24.34325374,25.85028772,25.52480321,28.76764037,36.41520105,36.76251681,32.92664835,40.09276196,52.99154704,46.72819149,49.62676508,67.24617254,64.81283769,54.87299128,56.60810306,60.36700923,61.72229716,40.72932508,40.82923168,44.48476831,42.30287255,45.90109781,49.3588453,52.80881695,35.85783749,36.34946525,43.62759842,37.47699552,38.39020074
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,28.07241816,30.70374995,31.07455541,29.78596813,33.44178322,30.58558407,26.07327938,28.08384516,25.86251046,24.52537391,24.34507264,22.85398222,26.9239715,26.03353031,28.95784597,30.018247,28.97042449,25.18539567,25.8162429,35.11107283,45.56199461,47.57008095,42.54378436,47.29956366,43.20536189,53.35243167,53.53693212,53.95582348,50.08345263,50.94585531,81.54842938,104.03629
"Gambia, The",GMB,,,,,,,43.57732742,47.18984831,50.99335277,51.09171095,40.90885727,37.18131004,40.75574324,42.38109375,43.71549725,43.61459784,46.35488732,47.51711747,59.88797433,63.25521305,63.59847279,66.75703113,59.63816024,62.48225098,64.78919132,53.91661642,56.09831985,59.28690415,58.45328265,65.27742022,71.58267909,34.66402724,36.85037698,36.43790648,28.67646094,35.50114899,29.15572278,25.38529555,28.56538762,28.01593644,30.56114557,25.10846505,32.48556634,37.76500659,48.76014038,49.58510877,47.21240141,42.06632781,39.80310736,41.91357253,42.71622534,41.06555828,44.27734576,27.0949642,32.11990028,32.27115779,28.026226,34.76652927
Guinea-Bissau,GNB,,,,,,,,,,,30.18866179,34.31195437,35.63015886,40.72648244,39.24842729,25.94671356,27.93533926,32.60217722,36.05310886,41.52645047,41.84189444,35.71855927,41.28519523,32.25372335,51.28141456,57.709533,31.83510513,38.95615094,51.16819428,46.18951631,37.03451335,37.79112279,50.11188577,32.71686422,34.30937124,35.14326329,31.83576744,39.88313465,35.8428445,42.81647089,33.1174935,26.82298343,23.35127899,24.59180791,26.38522046,25.16865041,27.60053188,33.9507886,32.7914364,35.22253799,35.22432161,30.94700051,25.6977795,25.82319957,31.38561405,32.23849284,31.30411011,31.5957399
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.60708868,36.20713192,45.46249589,39.46365642,47.86986717,58.9097918,39.28203398,44.77043065,39.23996826,38.41591007,42.21958535,41.08650031,38.17494487
Greece,GRC,16.15923139,15.86447123,16.33450492,17.3825857,18.38396856,19.6348842,18.14491905,17.45679038,17.78469355,18.08306097,15.22701696,15.16233676,16.18775273,20.09285449,21.26120095,21.1813345,20.83001343,20.68135565,19.48386447,20.35843085,25.2617464,25.75087187,24.64242949,24.69940487,24.09752388,24.25417922,24.95752348,24.19428066,23.29865578,24.83810319,25.34971815,24.39314797,23.9437536,22.97813124,21.71751275,22.68259731,23.20927617,23.05196351,25.97169687,28.12151958,34.69729663,33.35122495,30.23614181,29.64547067,29.19032702,29.58863369,31.67622985,35.00410446,35.9681466,28.76165985,30.72689281,32.30920412,33.13377263,33.16571394,34.77641298,31.67098002,31.18113647,34.29632549
Grenada,GRD,,,,,,,,,,,,,,,,,,45.58755539,44.95316009,55.64012299,59.84679608,68.05222469,62.98053049,54.45815122,48.88787851,52.53199942,56.40368713,53.52905584,50.723534,48.11684589,49.91032629,49.58091675,44.6949082,51.42422608,49.80280858,49.4509051,52.89902932,54.20644875,56.78025237,55.24712022,59.63693411,53.8399215,50.35896327,52.69928611,53.26507421,56.97106865,57.59198635,57.51874214,54.69083423,46.80293924,49.22991669,50.79207238,49.46781751,50.35283903,58.90638644,56.71579787,52.09410619,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.50091053,48.7942056,58.64726722,51.89074051,58.76478897,70.39409138,55.02624827,76.41639437,92.55001006,63.46641088,58.5474361,48.68963006,45.98217708,45.93775562,
Guatemala,GTM,14.53622217,13.49493949,13.42252536,15.93284764,18.08944793,19.61093733,19.13424894,19.51152391,18.41664079,17.43033796,17.77836134,18.69709794,18.53614429,20.2047322,25.66503323,23.53328396,27.58344088,26.25672927,27.26254481,25.85112781,24.91908564,23.60150949,18.68762138,14.55248444,15.15100301,12.98401607,14.59211949,22.29405505,21.93623865,22.47409728,24.84196453,21.56765026,27.29625964,26.07589705,24.85094775,25.43038631,22.58283566,23.59584313,26.25213334,27.35558273,28.95055351,41.33709377,39.73291469,40.18598004,42.10261848,40.99397077,41.88645696,42.3332332,39.40697757,33.13053746,36.30933482,37.3586748,36.11392872,34.82859844,33.55949655,30.14581684,27.4627762,26.86122478
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.74002954,46.46067416,46.27949183,43.91231832,49.34725849,56.89142857,57.84462238,55.19765739,55.546476,59.84172078,58.41507982,60.08245877,59.281329,53.27495622,51.37234593,51.45929339
